a0,b1,c2,d3,e4,f5,g6,h7,i8,j9
weapon_attachment,acog,5,0,5,0,0,0,,smg_versatile
weapon_attachment,dualoptic,5,0,5,0,0,0,,smg_versatile
weapon_attachment,extbarrel,0,0,10,0,0,0,,smg_versatile
weapon_attachment,extclip,0,0,0,0,0,10,,smg_versatile
weapon_attachment,fastreload,0,0,0,0,0,10,,smg_versatile
weapon_attachment,fmj,0,10,0,0,0,0,,smg_versatile
weapon_attachment,holo,10,0,0,0,0,0,,smg_versatile
weapon_attachment,grip,10,0,0,0,0,0,,smg_versatile
weapon_attachment,quickdraw,10,0,0,0,0,0,,smg_versatile
weapon_attachment,reflex,10,0,0,0,0,0,,smg_versatile
weapon_attachment,rf,0,0,0,10,0,0,,smg_versatile
weapon_attachment,stalker,10,0,0,0,0,0,,smg_versatile
weapon_attachment,steadyaim,10,0,0,0,0,0,,smg_versatile
weapon_attachment,suppressed,0,0,-10,0,0,0,,smg_versatile
weapon_attachment,reddot,10,0,0,0,0,0,,smg_versatile
weapon_smg,smg_capacity,40,15,35,80,0,40,MPUI_FULL_AUTO,
weapon_attachment,acog,5,0,5,0,0,0,,smg_capacity
weapon_attachment,dualoptic,5,0,5,0,0,0,,smg_capacity
weapon_attachment,extbarrel,0,0,10,0,0,0,,smg_capacity
weapon_attachment,extclip,0,0,0,0,0,10,,smg_capacity
weapon_attachment,fastreload,0,0,0,0,0,10,,smg_capacity
weapon_attachment,fmj,0,10,0,0,0,0,,smg_capacity
weapon_attachment,holo,10,0,0,0,0,0,,smg_capacity
weapon_attachment,grip,10,0,0,0,0,0,,smg_capacity
weapon_attachment,quickdraw,10,0,0,0,0,0,,smg_capacity
weapon_attachment,reflex,10,0,0,0,0,0,,smg_capacity
weapon_attachment,rf,0,0,0,10,0,0,,smg_capacity
weapon_attachment,stalker,10,0,0,0,0,0,,smg_capacity
weapon_attachment,steadyaim,10,0,0,0,0,0,,smg_capacity
weapon_attachment,suppressed,0,0,-10,0,0,0,,smg_capacity
weapon_attachment,reddot,10,0,0,0,0,0,,smg_capacity
weapon_smg,smg_fastfire,25,35,20,90,0,40,MPUI_FULL_AUTO,
weapon_attachment,acog,5,0,5,0,0,0,,smg_fastfire
weapon_attachment,dualoptic,5,0,5,0,0,0,,smg_fastfire
weapon_attachment,extbarrel,0,0,10,0,0,0,,smg_fastfire
weapon_attachment,extclip,0,0,0,0,0,10,,smg_fastfire
weapon_attachment,fastreload,0,0,0,0,0,10,,smg_fastfire
weapon_attachment,fmj,0,10,0,0,0,0,,smg_fastfire
weapon_attachment,holo,10,0,0,0,0,0,,smg_fastfire
weapon_attachment,grip,10,0,0,0,0,0,,smg_fastfire
weapon_attachment,quickdraw,10,0,0,0,0,0,,smg_fastfire
weapon_attachment,reflex,10,0,0,0,0,0,,smg_fastfire
weapon_attachment,rf,0,0,0,10,0,0,,smg_fastfire
weapon_attachment,stalker,10,0,0,0,0,0,,smg_fastfire
weapon_attachment,steadyaim,10,0,0,0,0,0,,smg_fastfire
weapon_attachment,suppressed,0,0,-10,0,0,0,,smg_fastfire
weapon_attachment,reddot,10,0,0,0,0,0,,smg_fastfire
weapon_smg,smg_standard,35,30,55,50,0,40,MPUI_FULL_AUTO,
weapon_attachment,acog,5,0,5,0,0,0,,smg_standard
weapon_attachment,dualoptic,5,0,5,0,0,0,,smg_standard
weapon_attachment,extbarrel,0,0,10,0,0,0,,smg_standard
weapon_attachment,extclip,0,0,0,0,0,10,,smg_standard
weapon_attachment,fastreload,0,0,0,0,0,10,,smg_standard
weapon_attachment,fmj,0,10,0,0,0,0,,smg_standard
weapon_attachment,holo,10,0,0,0,0,0,,smg_standard
weapon_attachment,grip,10,0,0,0,0,0,,smg_standard
weapon_attachment,quickdraw,10,0,0,0,0,0,,smg_standard
weapon_attachment,reflex,10,0,0,0,0,0,,smg_standard
weapon_attachment,rf,0,0,0,10,0,0,,smg_standard
weapon_attachment,stalker,10,0,0,0,0,0,,smg_standard
weapon_attachment,steadyaim,10,0,0,0,0,0,,smg_standard
weapon_attachment,suppressed,0,0,-10,0,0,0,,smg_standard
weapon_attachment,reddot,10,0,0,0,0,0,,smg_standard
weapon_smg,smg_nailgun,35,80,40,15,0,40,MPUI_FULL_AUTO,
weapon_attachment,acog,5,0,5,0,0,0,,smg_nailgun
weapon_attachment,dualoptic,5,0,5,0,0,0,,smg_nailgun
weapon_attachment,extbarrel,0,0,10,0,0,0,,smg_nailgun
weapon_attachment,extclip,0,0,0,0,0,10,,smg_nailgun
weapon_attachment,fastreload,0,0,0,0,0,10,,smg_nailgun
weapon_attachment,fmj,0,10,0,0,0,0,,smg_nailgun
weapon_attachment,holo,10,0,0,0,0,0,,smg_nailgun
weapon_attachment,grip,10,0,0,0,0,0,,smg_nailgun
weapon_attachment,quickdraw,10,0,0,0,0,0,,smg_nailgun
weapon_attachment,reflex,10,0,0,0,0,0,,smg_nailgun
weapon_attachment,rf,0,0,0,10,0,0,,smg_nailgun
weapon_attachment,stalker,10,0,0,0,0,0,,smg_nailgun
weapon_attachment,steadyaim,10,0,0,0,0,0,,smg_nailgun
weapon_attachment,suppressed,0,0,-10,0,0,0,,smg_nailgun
weapon_attachment,reddot,10,0,0,0,0,0,,smg_nailgun
weapon_smg,smg_rechamber,20,40,30,85,0,40,MPUI_FULL_AUTO,
weapon_attachment,acog,5,0,5,0,0,0,,smg_rechamber
weapon_attachment,dualoptic,5,0,5,0,0,0,,smg_rechamber
weapon_attachment,extbarrel,0,0,10,0,0,0,,smg_rechamber
weapon_attachment,extclip,0,0,0,0,0,10,,smg_rechamber
weapon_attachment,fastreload,0,0,0,0,0,10,,smg_rechamber
weapon_attachment,fmj,0,10,0,0,0,0,,smg_rechamber
weapon_attachment,holo,10,0,0,0,0,0,,smg_rechamber
weapon_attachment,grip,10,0,0,0,0,0,,smg_rechamber
weapon_attachment,quickdraw,10,0,0,0,0,0,,smg_rechamber
weapon_attachment,reflex,10,0,0,0,0,0,,smg_rechamber
weapon_attachment,rf,0,0,0,10,0,0,,smg_rechamber
weapon_attachment,stalker,10,0,0,0,0,0,,smg_rechamber
weapon_attachment,steadyaim,10,0,0,0,0,0,,smg_rechamber
weapon_attachment,suppressed,0,0,-10,0,0,0,,smg_rechamber
weapon_attachment,reddot,10,0,0,0,0,0,,smg_rechamber
weapon_smg,smg_ppsh,30,25,25,75,0,40,MPUI_FULL_AUTO,
weapon_attachment,acog,5,0,5,0,0,0,,smg_ppsh
weapon_attachment,dualoptic,5,0,5,0,0,0,,smg_ppsh
weapon_attachment,extbarrel,0,0,10,0,0,0,,smg_ppsh
weapon_attachment,extclip,0,0,0,0,0,10,,smg_ppsh
weapon_attachment,fastreload,0,0,0,0,0,10,,smg_ppsh
weapon_attachment,fmj,0,10,0,0,0,0,,smg_ppsh
weapon_attachment,holo,10,0,0,0,0,0,,smg_ppsh
weapon_attachment,grip,10,0,0,0,0,0,,smg_ppsh
weapon_attachment,quickdraw,10,0,0,0,0,0,,smg_ppsh
weapon_attachment,reflex,10,0,0,0,0,0,,smg_ppsh
